model,accuracy_1,accuracy_2,accuracy_3,accuracy_4,accuracy_5,accuracy_avg,accuracy_std,precision_1,precision_2,precision_3,precision_4,precision_5,precision_avg,precision_std,recall_1,recall_2,recall_3,recall_4,recall_5,recall_avg,recall_std,f1_1,f1_2,f1_3,f1_4,f1_5,f1_avg,f1_std,roc_auc_1,roc_auc_2,roc_auc_3,roc_auc_4,roc_auc_5,roc_auc_avg,roc_auc_std
LogisticRegression,0.9863247863247864,0.9897435897435898,0.9880341880341881,0.9974337040205303,0.9760479041916168,0.9875168344629423,0.006877902819202898,0.9965095986038395,0.9965337954939342,0.9965217391304347,1.0,1.0,0.9979130266456415,0.0017040237880928271,0.976068376068376,0.9829059829059829,0.9794871794871794,0.9948630136986302,0.9521367521367521,0.977092260859384,0.013994001653659058,0.9861830742659758,0.9896729776247848,0.9879310344827587,0.9974248927038626,0.9754816112084063,0.9873387180571577,0.007063384753441273,0.9977412521002266,0.9995412374899555,0.998588647819417,0.9999765835382274,0.9995170354759396,0.9990729512847532,0.0008051119863682064
BernoulliNB,0.7512820512820513,0.7495726495726496,0.7205128205128205,0.7690333618477331,0.7792985457656116,0.7539398857961732,0.02007177214278126,0.6685779816513762,0.6666666666666666,0.6414473684210527,0.6838407494145199,0.693950177935943,0.6708965888179116,0.017829997349157852,0.9965811965811966,0.9982905982905983,1.0,1.0,1.0,0.9989743589743589,0.0013675213675213627,0.8002745367192862,0.7994524298425737,0.781563126252505,0.8122392211404729,0.8193277310924371,0.8025714090094549,0.012888696744869402,0.7926714880561035,0.813765797355541,0.7940170940170941,0.8256410256410256,0.8296232876712328,0.8111437385481995,0.015447240869289012
MultinomialNB,0.9333333333333333,0.941025641025641,0.9692307692307692,0.9905902480752781,0.9846022241231822,0.9637564431576408,0.022920832852765517,0.8823529411764706,0.8969230769230769,0.9434571890145396,0.9815126050420168,0.9701492537313433,0.9348790131774894,0.039222208495725025,1.0,0.9965811965811966,0.9982905982905983,1.0,1.0,0.9989743589743589,0.0013675213675213627,0.9375,0.9441295546558706,0.9700996677740864,0.9906700593723494,0.9848484848484849,0.9654495533301581,0.021306036272594416,0.9715391920520126,0.9705953685440866,0.9907078676309445,0.9981266830581899,0.9989418686336495,0.9859821959837767,0.012515018779379054
LinearSVC,0.9854700854700855,0.9897435897435898,0.9888888888888889,0.9957228400342173,0.9743370402053037,0.9868324888684169,0.007067305193822631,0.9947735191637631,0.9931153184165232,0.9982578397212544,1.0,1.0,0.9972293354603081,0.0028059634679277363,0.976068376068376,0.9863247863247864,0.9794871794871794,0.9914383561643836,0.9487179487179487,0.9764073293525349,0.014836373451235877,0.9853321829163072,0.9897084048027444,0.988783433994823,0.9957007738607051,0.9736842105263158,0.9866418012201791,0.0072893057346685415,0.998197092556067,0.9995879903572211,0.997311710132223,0.9999853647113921,1.0,0.9990164315513808,0.0010779897343110023
KNeighborsClassifier,0.8538461538461538,0.8555555555555555,0.8743589743589744,0.8716852010265184,0.7134302822925578,0.8337752334159519,0.06073604730878867,0.9952153110047847,0.9952380952380953,0.9977272727272727,0.9977064220183486,0.996031746031746,0.9963837694040494,0.001127492429918652,0.7111111111111111,0.7145299145299145,0.7504273504273504,0.7448630136986302,0.42905982905982903,0.6699982437653671,0.12148928530441994,0.8295114656031906,0.8318407960199006,0.8565853658536585,0.8529411764705883,0.5997610513739545,0.7941279710642585,0.09778820748522259,0.9168880122726278,0.9089093432683176,0.9142230988384836,0.9044140030441401,0.8052379697927643,0.8899344854432666,0.04256672590644975
SGDClassifier,0.9863247863247864,0.9923076923076923,0.9905982905982906,0.998289136013687,0.979469632164243,0.9893979074817398,0.006276566523067949,0.9982486865148862,0.9982698961937716,0.9965397923875432,1.0,1.0,0.9986116750192402,0.0012958521183964586,0.9743589743589743,0.9863247863247864,0.9846153846153847,0.9965753424657534,0.958974358974359,0.9801697693478516,0.012726360970235122,0.986159169550173,0.9922613929492691,0.9905417024935512,0.9982847341337907,0.9790575916230366,0.9892609181499641,0.006415625130217857,0.9947110818905691,0.9979428738403098,0.9952954927313902,0.9994980096007493,0.9978603208055262,0.9970615557737089,0.0017885614614341525
RandomForestClassifier,0.9777777777777777,0.9837606837606837,0.9871794871794872,0.9914456800684346,0.9615055603079555,0.9803338378188678,0.010422252188642614,0.9982174688057041,0.9982394366197183,1.0,0.9982638888888888,1.0,0.9989441588628623,0.0008622157653846211,0.9572649572649573,0.9692307692307692,0.9743589743589743,0.9845890410958904,0.9230769230769231,0.961704133005503,0.021223957731660352,0.9773123909249565,0.9835212489158717,0.9870129870129869,0.9913793103448276,0.9600000000000001,0.9798451874397285,0.010937762957679377,0.9986631602016217,0.998197092556067,0.9986470889034992,0.9999502400187332,0.9998741365179721,0.9990663436395787,0.0007110177224260549
GradientBoostingClassifier,0.9666666666666667,0.9743589743589743,0.9846153846153847,0.9837467921300257,0.9572284003421728,0.9733232436226448,0.010397976214991349,0.9840425531914894,0.9826086956521739,0.9964973730297724,0.9947460595446584,0.9908256880733946,0.9897440738982978,0.005571674072929371,0.9487179487179487,0.9658119658119658,0.9726495726495726,0.9726027397260274,0.9230769230769231,0.9565718299964875,0.018891565452082783,0.9660574412532638,0.9741379310344828,0.9844290657439446,0.9835497835497835,0.9557522123893806,0.972785286794171,0.010850540579851901,0.9918109430929944,0.9974329753816933,0.9978902768646359,0.9987311204776959,0.9919871794871795,0.9955704990608398,0.003027016851216818
MLPClassifier,0.9863247863247864,0.9931623931623932,0.9905982905982906,0.9965782720273738,0.9863130881094953,0.9905953660444679,0.003973928943299791,0.9896729776247849,0.9898132427843803,0.9948275862068966,0.9965753424657534,0.9965095986038395,0.993479749537131,0.003114935915736618,0.9829059829059829,0.9965811965811966,0.9863247863247864,0.9965753424657534,0.976068376068376,0.9876911368692192,0.00797264638197102,0.9862778730703259,0.9931856899488927,0.9905579399141631,0.9965753424657534,0.9861830742659758,0.9905559839330221,0.00401428963108043,0.9949127036306524,0.9988311783183578,0.9986909197165608,0.9994497131483433,0.9990165086055497,0.9981802046838928,0.0016536151693171343
