model,accuracy_1,accuracy_2,accuracy_3,accuracy_4,accuracy_5,accuracy_avg,accuracy_std,precision_1,precision_2,precision_3,precision_4,precision_5,precision_avg,precision_std,recall_1,recall_2,recall_3,recall_4,recall_5,recall_avg,recall_std,f1_1,f1_2,f1_3,f1_4,f1_5,f1_avg,f1_std,roc_auc_1,roc_auc_2,roc_auc_3,roc_auc_4,roc_auc_5,roc_auc_avg,roc_auc_std
LogisticRegression,0.9632478632478633,0.9786324786324786,0.976068376068376,0.9846022241231822,0.9161676646706587,0.9637437213485118,0.02478861185986803,0.9927272727272727,0.9946996466431095,0.998211091234347,0.9964912280701754,0.9979550102249489,0.9960168497799706,0.002066520627634464,0.9333333333333333,0.9623931623931624,0.9538461538461539,0.9726027397260274,0.8341880341880342,0.9312726846973423,0.05023125466762309,0.9621145374449339,0.9782797567332754,0.9755244755244755,0.9844020797227038,0.9087523277467412,0.961814635434426,0.027513454935776588,0.9960523047702535,0.9988545547519907,0.9990444882752576,0.9996721695351832,0.9971461187214612,0.9981539272108293,0.001343244769231822
BernoulliNB,0.7512820512820513,0.7495726495726496,0.7205128205128205,0.7690333618477331,0.7792985457656116,0.7539398857961732,0.02007177214278126,0.6685779816513762,0.6666666666666666,0.6414473684210527,0.6838407494145199,0.693950177935943,0.6708965888179116,0.017829997349157852,0.9965811965811966,0.9982905982905983,1.0,1.0,1.0,0.9989743589743589,0.0013675213675213627,0.8002745367192862,0.7994524298425737,0.781563126252505,0.8122392211404729,0.8193277310924371,0.8025714090094549,0.012888696744869402,0.7926714880561035,0.813765797355541,0.7940170940170941,0.8256410256410256,0.8296232876712328,0.8111437385481995,0.015447240869289012
MultinomialNB,0.9811965811965812,0.9905982905982906,0.9905982905982906,0.9931565440547476,0.9888793840889649,0.9888858181073751,0.004079917397417619,0.9828473413379074,0.9847972972972973,0.9880952380952381,0.988135593220339,0.993103448275862,0.9873957836453288,0.0034944083617763425,0.9794871794871794,0.9965811965811966,0.9931623931623932,0.9982876712328768,0.9846153846153847,0.9904267650158062,0.007219435012514408,0.9811643835616439,0.9906542056074766,0.9906223358908781,0.9931856899488928,0.9888412017167383,0.9888935633451258,0.004104968412526443,0.9961078238001315,0.9976828110161444,0.9992314997443202,0.9990779768177028,0.9981500995199626,0.9980500421796524,0.0011286783447700954
LinearSVC,0.9786324786324786,0.9905982905982906,0.9923076923076923,0.9965782720273738,0.9649272882805817,0.9846088043692834,0.011502117384689975,0.9912280701754386,0.9982638888888888,0.9982698961937716,0.9982817869415808,0.9981684981684982,0.9968424280736355,0.0028074702683937225,0.9658119658119658,0.9829059829059829,0.9863247863247864,0.9948630136986302,0.9316239316239316,0.9723059360730595,0.022427251467789625,0.9783549783549784,0.9905254091300603,0.9922613929492691,0.9965694682675814,0.9637488947833776,0.9842920286970533,0.011919481854297228,0.9984600774344365,0.9996230550076703,0.9993659142377092,0.9999853647113921,0.9998448659407564,0.9994558554663928,0.0005402459050935108
KNeighborsClassifier,0.9666666666666667,0.9564102564102565,0.9683760683760684,0.9692044482463644,0.9640718562874252,0.9649458591973563,0.004614834559769214,0.9580536912751678,0.9362745098039216,0.9536423841059603,0.9491803278688524,0.9689119170984456,0.9532125660304696,0.010707451185918489,0.976068376068376,0.9794871794871794,0.9846153846153847,0.9914383561643836,0.958974358974359,0.9781167310619366,0.01088303716416565,0.9669771380186282,0.9573934837092732,0.9688814129520605,0.9698492462311558,0.9639175257731959,0.9654037613368628,0.004487880450871379,0.9881934399883118,0.9919526627218935,0.9945737453429762,0.998063751317176,0.993163856691254,0.9931894912123223,0.0032300309826484327
SGDClassifier,0.9803418803418803,0.9897435897435898,0.9931623931623932,0.9965782720273738,0.9700598802395209,0.9859772031029517,0.009626144779895707,0.9912587412587412,0.9948186528497409,0.998272884283247,0.9982817869415808,0.9981884057971014,0.9961640942260823,0.002789342413917912,0.9692307692307692,0.9846153846153847,0.9880341880341881,0.9948630136986302,0.9418803418803419,0.9757247394918629,0.018891556490563004,0.9801210025929126,0.9896907216494846,0.993127147766323,0.9965694682675814,0.9692172383465261,0.9857451157245656,0.009919981757008683,0.9982146248812916,0.9991496822266053,0.9985243626269267,0.9999678023650627,0.9996750965929049,0.9991063137385583,0.0006635259647147638
RandomForestClassifier,0.9786324786324786,0.9871794871794872,0.9863247863247864,0.9965782720273738,0.9546621043627032,0.9806754257053658,0.01419848676604701,0.9964539007092199,1.0,1.0,1.0,1.0,0.999290780141844,0.0014184397163120365,0.9606837606837607,0.9743589743589743,0.9726495726495726,0.9931506849315068,0.9094017094017094,0.9620489404051048,0.028301319759014412,0.9782419495213229,0.9870129870129869,0.9861351819757365,0.9965635738831615,0.9525514771709938,0.9801010339128403,0.014950822935377233,0.99839140916064,0.9983884871064359,0.9990590985462781,0.9999853647113921,0.9996092377941693,0.9990867194637831,0.0006406772111176269
GradientBoostingClassifier,0.9743589743589743,0.9777777777777777,0.9837606837606837,0.9863130881094953,0.962360992301112,0.9769143032616086,0.008417650937269852,0.9911504424778761,0.9912126537785588,0.9982394366197183,0.9965034965034965,0.9927140255009107,0.9939640109761122,0.002890565653598216,0.9572649572649573,0.9641025641025641,0.9692307692307692,0.976027397260274,0.9316239316239316,0.9596499238964993,0.01530349335675098,0.9739130434782609,0.9774696707105718,0.9835212489158717,0.986159169550173,0.9611992945326278,0.9764524854375012,0.00876733024016953,0.9939644970414201,0.997700343341369,0.9986105632259479,0.9994292237442922,0.9940229481325372,0.9967455150971134,0.0023125235525085306
MLPClassifier,0.9811965811965812,0.9923076923076923,0.9931623931623932,0.9965782720273738,0.9828913601368692,0.9892272597661819,0.0060604808910504375,0.9895652173913043,0.988135593220339,0.998272884283247,0.9965753424657534,0.9964850615114236,0.9938068197744135,0.0041215878080037745,0.9726495726495726,0.9965811965811966,0.9880341880341881,0.9965753424657534,0.9692307692307692,0.9846142137922961,0.011642821859667609,0.9810344827586206,0.9923404255319149,0.993127147766323,0.9965753424657534,0.9826689774696707,0.9891492751984565,0.006148129807846601,0.9971860618014464,0.9987201402586018,0.9988048798305209,0.9999473129610115,0.9990048003746634,0.9987326390452488,0.0008884571607719416
