model,accuracy_1,accuracy_2,accuracy_3,accuracy_4,accuracy_5,accuracy_avg,accuracy_std,precision_1,precision_2,precision_3,precision_4,precision_5,precision_avg,precision_std,recall_1,recall_2,recall_3,recall_4,recall_5,recall_avg,recall_std,f1_1,f1_2,f1_3,f1_4,f1_5,f1_avg,f1_std,roc_auc_1,roc_auc_2,roc_auc_3,roc_auc_4,roc_auc_5,roc_auc_avg,roc_auc_std
LogisticRegression,0.9863247863247864,0.9914529914529915,0.9905982905982906,0.9965782720273738,0.979469632164243,0.9888847945135371,0.005725735316939404,0.9930675909878682,0.9948364888123924,0.9965397923875432,1.0,0.9947089947089947,0.9958305733793595,0.002356579066454809,0.9794871794871794,0.9880341880341881,0.9846153846153847,0.9931506849315068,0.9641025641025641,0.9818780002341647,0.009941302684037154,0.9862306368330463,0.9914236706689538,0.9905417024935512,0.9965635738831615,0.9791666666666667,0.9887852501090759,0.005823948921356968,0.9957191905909853,0.9990474103294615,0.9981824822850464,0.9998624282870858,0.9982905982905983,0.9982204219566355,0.001388712860102424
BernoulliNB,0.8555555555555555,0.882051282051282,0.8333333333333334,0.8579982891360137,0.8682634730538922,0.8594403866260153,0.01604898274215376,0.7849315068493151,0.8125874125874126,0.75390625,0.7794117647058824,0.7988904299583911,0.7859454728202002,0.019736231339873515,0.9794871794871794,0.9931623931623932,0.9897435897435898,0.9982876712328768,0.9846153846153847,0.9890592436482848,0.006539729911945147,0.8714828897338404,0.8938461538461538,0.8558758314855877,0.8753753753753755,0.8820826952526799,0.8757325891387275,0.012497227254625171,0.9728175907663087,0.9860092044707429,0.9829994886405143,0.9880473597939352,0.9677013815712445,0.979515005048549,0.007893470558258769
MultinomialNB,0.9692307692307692,0.9803418803418803,0.9803418803418803,0.9786142001710864,0.9683490162532079,0.9753755492677648,0.005421221933415994,0.9629005059021922,0.9667774086378738,0.9652317880794702,0.9604612850082372,0.9566666666666667,0.962407530858888,0.003579404409376212,0.976068376068376,0.9948717948717949,0.9965811965811966,0.9982876712328768,0.9811965811965812,0.9894011239901651,0.009005876901249103,0.969439728353141,0.9806234203875317,0.9806560134566862,0.979009235936188,0.9687763713080169,0.9757009538883128,0.005419978062390667,0.9899919643509387,0.9958316896778435,0.99772956388341,0.9968534129493034,0.9936936541388596,0.9948200570000709,0.0027641428844965223
LinearSVC,0.9854700854700855,0.9888888888888889,0.9888888888888889,0.9965782720273738,0.9820359281437125,0.98837241268379,0.0048258504429706224,0.9913494809688581,0.9914089347079038,0.9965277777777778,1.0,1.0,0.9958572386909079,0.003869931606660532,0.9794871794871794,0.9863247863247864,0.9811965811965812,0.9931506849315068,0.9641025641025641,0.9808523592085236,0.009630515195685585,0.9853826311263972,0.988860325621251,0.9888027562446167,0.9965635738831615,0.9817232375979111,0.9882665048946675,0.004911468562326149,0.9963006793776025,0.996566586310176,0.9955847760975967,0.9999853647113921,0.9977900714202084,0.9972454955833951,0.0015436988278219154
KNeighborsClassifier,0.9076923076923077,0.9076923076923077,0.9247863247863248,0.9127459366980325,0.8092386655260907,0.8924311084790126,0.0420626752244604,0.9818181818181818,0.9857433808553971,0.9979959919839679,0.9898373983739838,0.994535519125683,0.9899860944314428,0.005823972000520694,0.8307692307692308,0.8273504273504273,0.8512820512820513,0.833904109589041,0.6222222222222222,0.7931056082425945,0.08583869052144709,0.9,0.8996282527881041,0.9188191881918819,0.9052044609665427,0.7655099894847529,0.8778323782862563,0.05658963177175897,0.9648622981956316,0.9527854481700635,0.9672174738841405,0.9582718651211801,0.9102476290832456,0.9506769428908524,0.020839728999264274
SGDClassifier,0.9871794871794872,0.9863247863247864,0.9888888888888889,0.9974337040205303,0.979469632164243,0.9878592997155872,0.005760775463653439,0.9930795847750865,0.9913644214162349,0.9982578397212544,1.0,1.0,0.9965403691825152,0.0036236793410008386,0.9811965811965812,0.9811965811965812,0.9794871794871794,0.9948630136986302,0.958974358974359,0.9791435429106661,0.011510393225375297,0.9871023215821152,0.9862542955326462,0.988783433994823,0.9974248927038626,0.9790575916230366,0.9877245070872966,0.005880184823429921,0.9957440280517205,0.9977909270216963,0.9957747096208635,0.9998390118253132,0.9988847910080787,0.9976066935055344,0.0016417312716661846
RandomForestClassifier,0.9880341880341881,0.9948717948717949,0.9931623931623932,0.9974337040205303,0.9837467921300257,0.9914497744437865,0.004928546782003871,0.9965217391304347,0.9982788296041308,1.0,1.0,1.0,0.9989601137469132,0.001389525754462285,0.9794871794871794,0.9914529914529915,0.9863247863247864,0.9948630136986302,0.9675213675213675,0.9839298676969911,0.009704051363405419,0.9879310344827587,0.9948542024013723,0.9931153184165232,0.9974248927038626,0.9834926151172892,0.9913636126243611,0.005014518936655231,0.9992285776901161,0.9990883190883192,0.998838483453868,0.9999853647113921,0.9999736564805057,0.99942288028484,0.00047136981159374275
GradientBoostingClassifier,0.9666666666666667,0.9717948717948718,0.9769230769230769,0.9846022241231822,0.9589392643284859,0.9717852207672568,0.008739467111369024,0.9806338028169014,0.9758620689655172,0.9911971830985915,0.9913194444444444,0.994475138121547,0.9866975274894003,0.007159275974742061,0.9521367521367521,0.9675213675213675,0.9623931623931624,0.9777397260273972,0.9230769230769231,0.9565735862311205,0.01867318288352113,0.9661751951431049,0.9716738197424893,0.9765828274067649,0.9844827586206896,0.9574468085106383,0.9712722818847374,0.00916519317039762,0.9917466579005041,0.9970940170940171,0.9980100810870043,0.9990765132888422,0.9927130898021308,0.9957280718344996,0.002940313126964388
MLPClassifier,0.9846153846153847,0.9931623931623932,0.9880341880341881,0.9965782720273738,0.9863130881094953,0.989740665189767,0.004458473718083303,0.9862778730703259,0.9914821124361158,0.9880341880341881,0.9982817869415808,0.9879931389365352,0.9904138198837492,0.0042819284120984985,0.9829059829059829,0.9948717948717949,0.9880341880341881,0.9948630136986302,0.9846153846153847,0.9890580728251962,0.005022563718821586,0.9845890410958904,0.993174061433447,0.9880341880341881,0.9965694682675814,0.9863013698630138,0.9897336257388242,0.004465435273387913,0.9939221272554607,0.9992636423405654,0.9981503396888013,0.9998770635756937,0.9982086406743941,0.997884362706983,0.0020855924236571873
