model,vocab,auc score,accuracy,precision 1,recall 1,f1 score 1,precision 0,recall 0,f1 score 0,precision avg,recall avg,f1 avg
logistic regression,92268,0.9693795326349718,0.9867424242424242,0.9166666666666666,0.6470588235294118,0.7586206896551724,0.9883720930232558,0.9980430528375733,0.9931840311587146,0.9525193798449612,0.8225509381834926,0.8759023604069435
bernoulli naive-bayes,92268,0.9530332681017613,0.990530303030303,0.875,0.8235294117647058,0.8484848484848485,0.994140625,0.9960861056751468,0.9951124144672531,0.9345703125,0.9098077587199263,0.9217986314760508
multinomial naive-bayes,92268,0.9509612064003684,0.9829545454545454,0.7,0.8235294117647058,0.7567567567567567,0.9940944881889764,0.9882583170254403,0.9911678115799805,0.8470472440944882,0.9058938643950731,0.8739622841683685
linear svm,92268,0.9701853344077356,0.9867424242424242,0.9166666666666666,0.6470588235294118,0.7586206896551724,0.9883720930232558,0.9980430528375733,0.9931840311587146,0.9525193798449612,0.8225509381834926,0.8759023604069435
knn,92268,0.7347761022217107,0.9810606060606061,0.8888888888888888,0.47058823529411764,0.6153846153846153,0.9826589595375722,0.9980430528375733,0.9902912621359223,0.9357739242132306,0.7343156440658455,0.8028379387602689
sgd,92268,0.9583285368942097,0.9867424242424242,0.9166666666666666,0.6470588235294118,0.7586206896551724,0.9883720930232558,0.9980430528375733,0.9931840311587146,0.9525193798449612,0.8225509381834926,0.8759023604069435
random forest,92268,0.954587314377806,0.9810606060606061,0.8888888888888888,0.47058823529411764,0.6153846153846153,0.9826589595375722,0.9980430528375733,0.9902912621359223,0.9357739242132306,0.7343156440658455,0.8028379387602689
gradient boosting,92268,0.9510763209393347,0.9829545454545454,0.7222222222222222,0.7647058823529411,0.7428571428571428,0.9921568627450981,0.9902152641878669,0.9911851126346719,0.8571895424836602,0.8774605732704039,0.8670211277459073
mlp,92268,0.8867272936571889,0.9848484848484849,0.9090909090909091,0.5882352941176471,0.7142857142857143,0.9864603481624759,0.9980430528375733,0.9922178988326847,0.9477756286266925,0.7931391734776102,0.8532518065591995
