model,accuracy_1,accuracy_2,accuracy_3,accuracy_4,accuracy_5,accuracy_avg,accuracy_std,precision_1,precision_2,precision_3,precision_4,precision_5,precision_avg,precision_std,recall_1,recall_2,recall_3,recall_4,recall_5,recall_avg,recall_std,f1_1,f1_2,f1_3,f1_4,f1_5,f1_avg,f1_std,roc_auc_1,roc_auc_2,roc_auc_3,roc_auc_4,roc_auc_5,roc_auc_avg,roc_auc_std
LogisticRegression,0.9960861056751468,0.9980430528375733,0.9980430528375733,0.9980430528375733,0.9941291585127201,0.9968688845401174,0.001565557729941286,0.9922330097087378,0.9961013645224172,0.9961013645224172,0.9961013645224172,0.988394584139265,0.9937863374830508,0.0030842140611076247,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.996101364522417,0.9980468750000001,0.9980468750000001,0.9980468750000001,0.9941634241245136,0.9968810827293861,0.0015537595457204105,0.9999540442936418,0.9999463850092486,0.9999540442936417,1.0,0.9980890085439317,0.9995886964280928,0.0007500844785722231
BernoulliNB,0.9735812133072407,0.9951076320939335,0.9902152641878669,0.9823874755381604,0.9882583170254403,0.9859099804305285,0.007389905122700291,0.9600760456273765,0.996078431372549,0.980806142034549,0.9823874755381604,0.98635477582846,0.981140574080219,0.011795833563907019,0.9882583170254403,0.9941291585127201,1.0,0.9823874755381604,0.9902152641878669,0.9909980430528377,0.005883873337915044,0.973963355834137,0.9951028403525954,0.9903100775193799,0.9823874755381604,0.98828125,0.9860089998488546,0.00727424639460338,0.9945465895121418,0.9988262146667637,0.9993604497531796,0.9996208654225435,0.9944642522049165,0.9973636743119091,0.002347920930779538
MultinomialNB,0.9755381604696673,0.9921722113502935,0.9921722113502935,0.9911937377690803,0.9911937377690803,0.9884540117416831,0.006472734015084623,0.9533582089552238,0.9845857418111753,0.9845857418111753,0.9826923076923076,0.9826923076923076,0.9775828615924379,0.01214188895522108,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9761222540592167,0.992233009708738,0.992233009708738,0.9912706110572259,0.9912706110572259,0.9886258991182288,0.006266620075712774,0.9947457309063615,0.9988262146667637,0.9993087495835263,0.9996438432757228,0.9944355298884425,0.9973920136641634,0.0023041334358179645
LinearSVC,0.9960861056751468,0.9980430528375733,0.9980430528375733,0.9990215264187867,0.9941291585127201,0.9970645792563599,0.0017503467534245054,0.9922330097087378,0.9961013645224172,0.9961013645224172,0.998046875,0.988394584139265,0.9941754395785674,0.0034524689545404204,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.996101364522417,0.9980468750000001,0.9980468750000001,0.9990224828934506,0.9941634241245136,0.9970762043080763,0.0017382177378951085,0.9999846814312139,0.9999731925046244,1.0,1.0,0.9982383645895965,0.9996392477050868,0.0007005143150743441
KNeighborsClassifier,0.9960861056751468,0.99706457925636,0.9911937377690803,0.99706457925636,0.9921722113502935,0.9947162426614481,0.002521350044368891,0.9922330097087378,0.9941634241245136,0.9826923076923076,0.9941634241245136,0.9845857418111753,0.9895675814922497,0.004928207848912579,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.996101364522417,0.9970731707317073,0.9912706110572259,0.9970731707317073,0.992233009708738,0.994750265350359,0.002492461344098333,0.9979817785624289,1.0,0.996984156770233,0.9989679114280353,0.9960861056751467,0.9980039904871688,0.0013879505673862146
SGDClassifier,0.9951076320939335,0.9990215264187867,0.9921722113502935,0.9931506849315068,0.9941291585127201,0.9947162426614483,0.00236458825314964,0.9903100775193798,0.998046875,0.9960552268244576,1.0,0.988394584139265,0.9945613526966206,0.004473517300745483,1.0,1.0,0.9882583170254403,0.9863013698630136,1.0,0.9949119373776908,0.006262230919765182,0.9951314508276533,0.9990224828934506,0.9921414538310412,0.993103448275862,0.9941634241245136,0.9947124519905042,0.0023770688882408884,0.994236388494223,0.998069860332949,0.9880783238422035,0.9871860172104121,0.9906901398202367,0.9916521459400048,0.004037557023719481
RandomForestClassifier,0.9960861056751468,0.9990215264187867,1.0,1.0,0.9960861056751468,0.9982387475538161,0.0017935717005698028,0.9922330097087378,0.998046875,1.0,1.0,0.9922330097087378,0.9965025788834951,0.0035582917616147096,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.996101364522417,0.9990224828934506,1.0,1.0,0.996101364522417,0.998245042387657,0.0017863300793598829,0.9999693628624278,1.0,1.0,1.0,0.9999770221468208,0.9999892770018498,1.3354418659670977e-05
GradientBoostingClassifier,0.9843444227005871,0.9960861056751468,0.99706457925636,0.9892367906066536,0.9882583170254403,0.9909980430528377,0.004849123950435951,0.969639468690702,0.9922330097087378,0.9941634241245136,0.9789272030651341,0.9770554493307839,0.9824037109839743,0.009365061216142868,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9845857418111753,0.996101364522417,0.9970731707317073,0.9893514036786061,0.988394584139265,0.9911012529766342,0.004764553109198033,0.9994523611658963,0.999653417381214,0.9979664599936429,1.0,0.9979205042872845,0.9989985485656077,0.0008792144566243822
MLPClassifier,0.9823874755381604,0.9980430528375733,0.9980430528375733,0.9980430528375733,0.9941291585127201,0.9941291585127201,0.00606337901558891,0.97678916827853,0.9961013645224172,0.9961013645224172,0.9961013645224172,0.988394584139265,0.9906975691970092,0.007567699360334664,0.9882583170254403,1.0,1.0,1.0,1.0,0.9976516634050882,0.004696673189823875,0.9824902723735409,0.9980468750000001,0.9980468750000001,0.9980468750000001,0.9941634241245136,0.9941588642996109,0.006025046720950332,0.999226412276301,0.9997089471930637,0.9999923407156068,1.0,0.9996208654225436,0.999709713121503,0.00028482241344603935
